,OFCpost_L,Thal_PuI_L,OFCant_L,Rolandic_Oper_L,Raphe_D,Frontal_Inf_Tri_R,Putamen_L,Vermis_8,Thal_Re_L,Paracentral_Lobule_L,Thal_VA_L,Parietal_Inf_R,Occipital_Inf_R,ACC_pre_R,Thal_VL_R,Vermis_6,Cingulate_Post_R,Thal_PuM_R,Precentral_R,Occipital_Mid_L,Thal_LP_L,Thal_PuL_R,Frontal_Med_Orb_L,SN_pc_L,Cerebellum_Crus2_R
Vermis_6,-0.08150384099282469,-0.11988989272097135,-0.14986455842704538,0.19967807879894872,0.10483900069718685,0.1156495954947183,0.27786000996584864,0.26041601005078424,0.030686293729173173,0.08540946493977351,0.09886885272344577,-0.1864380888813126,0.18763761292539655,0.03544919682273688,0.3071498484123194,1.0,0.37618635727392463,0.10045575483880645,0.13260216880880513,0.08483155232787154,-0.037054083074301705,0.031293918639820256,-0.12410832359380264,0.09297590131872724,0.19409957036130177
Cingulate_Post_R,0.1545602026397154,0.12543306399298296,0.13430641068974025,0.09676473747790827,-0.11347801852067096,0.47733043157965105,0.171027617143429,0.18988369275351935,0.08375845985671901,0.07475650510848697,0.32468618676907385,-0.14495168789797233,0.10240847038392502,0.4132805331223478,0.4960804633207494,0.37618635727392463,1.0,0.31390615385219506,0.0715617210446122,-0.09528995625247078,0.1338124339939166,0.41935215479535304,0.15019442319218423,0.3466703248316244,0.042533445293385666
Thal_PuM_R,0.09569217345800785,0.5482503851112325,0.07234431445538016,0.09161966974065053,-0.6829384282706296,0.23790533588232893,0.25553933695555947,-0.0993105506976768,0.19450273991348518,-0.33456451718582353,0.5322693175393669,-0.6769319939963258,-0.2509566559164693,0.28235471405341406,0.6814753706969946,0.10045575483880645,0.31390615385219506,1.0,-0.47863832062998934,-0.6166386212905768,0.6716483339685514,0.7145040917982324,-0.18968812330035273,0.2719519534542059,0.09395433246029139
Precentral_R,0.10836331389928824,-0.23377790448203006,-0.021298417407207094,-0.16544136125404532,0.36266577358534735,0.19547207448589157,-0.0677183319090596,0.3878243128063553,-0.18962080643463658,0.47723111580965516,-0.40607596919687233,0.6472772812037435,0.273922460957534,-0.07332270495189026,-0.30993805257458024,0.13260216880880513,0.0715617210446122,-0.47863832062998934,1.0,0.26517564598165666,-0.5568251657528507,-0.3046318560454932,0.3302460129041946,0.10981106377980414,0.037707502471471185
Occipital_Mid_L,-0.043079557718071516,-0.6368775215922259,0.0714236237346494,0.05565808836647684,0.6344992223959323,-0.037211943555538446,-0.1654649390551777,0.3456744363512179,0.04524394458703706,0.14972055920954158,-0.3892080268612509,0.5062326983713389,0.5165580849073894,0.10466511141636119,-0.2830940110992517,0.08483155232787154,-0.09528995625247078,-0.6166386212905768,0.26517564598165666,1.0,-0.37826239210680274,-0.6379401154861439,0.33233908614244867,-0.3202013484968716,-0.15196854090562986
Thal_LP_L,-0.04111184238755649,0.5912087139161342,-0.010574071728216642,0.20857973328586632,-0.42233446112405604,-0.030432094382920105,0.008894681999577785,-0.2763505539630629,0.3205861921706311,-0.46997119097327,0.7161650619061988,-0.5655960328071135,-0.41314973323046683,0.17948184686963792,0.20320557382102097,-0.037054083074301705,0.1338124339939166,0.6716483339685514,-0.5568251657528507,-0.37826239210680274,1.0,0.4616935912708374,-0.1740732130706398,0.007092544508940396,-0.25901755777905927
Thal_PuL_R,0.17774235980876063,0.5476114160467861,0.12143834315494637,-0.09565775090444109,-0.5579659992392855,0.38829842817578947,0.3034904159062948,-0.2340486750895372,0.03182600196154878,-0.26586575286550745,0.47736797563305833,-0.43178170776205754,-0.2225014628972457,0.4400273283950523,0.6022713288450039,0.031293918639820256,0.41935215479535304,0.7145040917982324,-0.3046318560454932,-0.6379401154861439,0.4616935912708374,1.0,-0.09413307188196063,0.33085869135452195,-0.08027892948045512
Frontal_Med_Orb_L,0.5696529120219819,0.07352070511203079,0.43582301626256204,-0.03444198372077627,-0.0009551265391655684,0.6187843356807022,-0.07983824449795787,0.5201406795000691,-0.08316681560285327,0.38675805605547586,-0.043504386975442295,0.30580214326149213,0.510461977261008,0.5238497770716914,0.07016483404262223,-0.12410832359380264,0.15019442319218423,-0.18968812330035273,0.3302460129041946,0.33233908614244867,-0.1740732130706398,-0.09413307188196063,1.0,0.02578791345049478,0.11414038092031853
SN_pc_L,0.017120643923787003,-0.015184886557621494,-0.00471441709690713,-0.003993060895989251,-0.021241498129357064,0.16023306656150532,-0.2963737090850662,-0.1946706137813561,0.01411200259083469,0.13790741231142623,0.11362394871879233,-0.04245993883701899,-0.08242673298788951,0.08487245399213915,0.17485078036902482,0.09297590131872724,0.3466703248316244,0.2719519534542059,0.10981106377980414,-0.3202013484968716,0.007092544508940396,0.33085869135452195,0.02578791345049478,1.0,0.1421191720128001
Cerebellum_Crus2_R,-0.08846955736295484,-0.09640559404484807,-0.05925824452691076,0.17881477513274666,0.05398848606483009,0.1502483252464012,0.09512817550608087,0.5269774923785642,-0.1638330443355879,0.35419751110114217,-0.14166926982270384,-0.33923026953336033,0.3390121698254031,-0.22346834075546174,0.17683591616773497,0.19409957036130177,0.042533445293385666,0.09395433246029139,0.037707502471471185,-0.15196854090562986,-0.25901755777905927,-0.08027892948045512,0.11414038092031853,0.1421191720128001,1.0
