,Cerebellum_6_R,Thal_MDm_L,Lingual_L,Cerebellum_9_R,Cerebellum_6_L,Thal_MGN_L,Frontal_Sup_Medial_R,Cerebellum_4_5_R,Caudate_L,Thal_PuI_R,SN_pc_L,Temporal_Mid_R,Frontal_Mid_2_L,Occipital_Mid_L,Amygdala_L,Raphe_D,ACC_pre_L,OFCmed_L,Frontal_Med_Orb_L,Vermis_1_2,SN_pr_L,Fusiform_L,Cerebellum_9_L,Thal_PuM_R,SN_pr_R
Occipital_Mid_L,0.37765200409283833,-0.1631813912064334,0.07413148096086349,-0.21204172174341532,0.032604664327129405,-0.18811233519074394,-0.39349622429283504,0.03327068117497786,-0.15609619866188817,-0.14596775787952485,-0.181518214221176,0.27613391902627926,-0.39209740744872584,1.0,-0.3343668548515204,-0.16469929225736069,-0.15246157352688713,-0.08243185479605371,-0.1451001394525682,0.1702665248437395,-0.1441497366787216,-0.19018074648227906,-0.25996134597191284,0.1451979895424908,0.1934401074652492
Amygdala_L,-0.7281444249551688,0.1483530337790045,-0.3326893660473052,0.5511658119268644,-0.12286502847237149,0.47808862911331623,0.40909226052364817,-0.390965395216125,0.6259645127658484,0.4459228115754144,0.36350647064494307,-0.4598983450717904,0.6173508749343911,-0.3343668548515204,1.0,0.22208988371964147,0.49601220232801635,0.12656511813199095,0.3207784306146764,-0.719759293346225,0.19206501428945258,0.10711812466226883,0.41510011044347456,-0.27976735036163103,-0.41357285998513826
Raphe_D,-0.10329195970454845,0.2919753880833184,0.044326278601424116,0.5180348207778928,-0.10486743663182077,0.37903838202339524,0.14834476447125508,0.17622497482977803,0.44527294894079517,0.24132118991433055,0.23403655227226364,0.08480599582372103,0.37880957321920755,-0.16469929225736069,0.22208988371964147,1.0,0.14996456801767688,0.23521208837727065,0.20439201367308096,-0.2877212413744438,0.4453029506614594,0.11118537071260129,0.5209568304965705,0.2983559876934737,0.20179635257414885
ACC_pre_L,-0.19841999897431042,-0.03600201372667259,-0.34255829647754277,0.2984092338615427,-0.2686386245126037,0.005618241701369025,0.5509366563888253,-0.26230252867104514,0.5175592189555184,0.20926484732036316,0.3313403127492838,-0.2567666781485533,0.5722833192660778,-0.15246157352688713,0.49601220232801635,0.14996456801767688,1.0,0.2677825553649433,0.3863324864904338,-0.519694684982326,0.34740425620047943,-0.02802309022622094,0.2789764691087648,-0.25357981125970525,-0.5327939915532452
OFCmed_L,0.06263918166450208,0.06798072859779508,0.0012933608813278698,0.15622969033257408,-0.3611474782385813,0.11546692354293236,0.22781670615486713,-0.12174794270499666,0.06155484485372453,0.08126464492421495,0.144551437866821,0.09085879157726996,0.2854990353375481,-0.08243185479605371,0.12656511813199095,0.23521208837727065,0.2677825553649433,1.0,0.6405151538889509,-0.1408963576858384,0.14534002807084243,0.06912984901846506,0.10646519469643445,0.03916996022723694,-0.2698724387415424
Frontal_Med_Orb_L,-0.21611962857031936,0.03733051415370215,-0.140502439799864,0.15733631012078284,-0.19646390434931363,0.14879360996942487,0.25616561196239224,-0.2652904647413646,0.130399523393146,0.13172545087048748,0.14701450038152492,-0.22174945379756675,0.35723328361843587,-0.1451001394525682,0.3207784306146764,0.20439201367308096,0.3863324864904338,0.6405151538889509,1.0,-0.31084451215475734,0.10125634227612794,0.06985116629860767,0.06009556738118867,-0.1755891274226355,-0.4676640633686569
Vermis_1_2,0.5385937380651686,0.20714021066071658,0.6497840391455767,-0.5610199215298415,0.16045126378402735,-0.18019617518417724,-0.17530499054639126,0.6518674909710219,-0.42870697448153805,-0.14313263863118114,-0.07948594454210045,0.33211968939445424,-0.33625362947930776,0.1702665248437395,-0.719759293346225,-0.2877212413744438,-0.519694684982326,-0.1408963576858384,-0.31084451215475734,1.0,-0.11479035285458268,0.4155187987131847,-0.4276587132129956,0.4887804249587921,0.3841551666227621
SN_pr_L,-0.013565284183378629,0.4671153604315277,0.2379748956169383,0.41954834317280676,0.05062070288995729,0.18473024493387002,0.3539988045801244,0.3128113512009881,0.5804478599132188,0.3029738884609615,0.607026746535726,-0.14995005579429696,0.574075928166744,-0.1441497366787216,0.19206501428945258,0.4453029506614594,0.34740425620047943,0.14534002807084243,0.10125634227612794,-0.11479035285458268,1.0,0.2904840893142788,0.6127714000121877,0.28753933621355476,-0.0013321346292059675
Fusiform_L,-0.19777815441687246,0.5320230251529043,0.6424265318297223,-0.00902241661721674,0.025847349016213928,0.34999653544065923,0.27409714485591413,0.48722052405627025,0.16369410343825305,0.26131805608249087,0.41152444195786636,-0.18154836257790294,0.39463807728158773,-0.19018074648227906,0.10711812466226883,0.11118537071260129,-0.02802309022622094,0.06912984901846506,0.06985116629860767,0.4155187987131847,0.2904840893142788,1.0,0.12862605497275753,0.31608004155877223,-0.07289062293464486
Cerebellum_9_L,-0.3463428485734755,0.380115551733921,-0.07522680691615617,0.7620887661345284,-0.08568044587032235,0.3391869663381048,0.25648078161306187,0.10308674556106351,0.5317460546062877,0.3009788247626783,0.3128589011761924,-0.2745058773421254,0.49763678439749637,-0.25996134597191284,0.41510011044347456,0.5209568304965705,0.2789764691087648,0.10646519469643445,0.06009556738118867,-0.4276587132129956,0.6127714000121877,0.12862605497275753,1.0,0.12609014794791945,0.0623608200777909
Thal_PuM_R,0.3329606780769857,0.6273964045580063,0.5060833781394015,0.046811838339863805,-0.0415774075845781,0.2964171537952546,-0.046565368181963517,0.729433270046001,0.19902152695877784,0.3949152719597117,0.24912554334612555,0.3787110115282076,0.06322051903892965,0.1451979895424908,-0.27976735036163103,0.2983559876934737,-0.25357981125970525,0.03916996022723694,-0.1755891274226355,0.4887804249587921,0.28753933621355476,0.31608004155877223,0.12609014794791945,1.0,0.5349535910992392
SN_pr_R,0.29469776640820705,0.20675475343473115,0.1339399620963524,0.036286962145382455,0.019738544206463142,0.10544237376075632,-0.296571706076669,0.5248948924695949,-0.07770622298652953,0.026773692183717245,-0.12243249991961096,0.37437731855832257,-0.31166631194683025,0.1934401074652492,-0.41357285998513826,0.20179635257414885,-0.5327939915532452,-0.2698724387415424,-0.4676640633686569,0.3841551666227621,-0.0013321346292059675,-0.07289062293464486,0.0623608200777909,0.5349535910992392,1.0
